PLAYER,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,TOV
Jaden Springer,46.0,9.4,2.9,1.4500000000000002,0.8500000000000001,0.6499999999999999,0.2,0.394,0.22899999999999998,0.772,0.55
Jae Crowder,59.0,26.233333333333334,8.566666666666666,4.3999999999999995,1.7666666666666666,1.0,0.3666666666666667,0.4083333333333334,0.36199999999999993,0.757,0.7333333333333334
Jae'Sean Tate,59.2,20.94,7.9799999999999995,3.96,1.98,0.78,0.3,0.48579999999999995,0.30999999999999994,0.6948000000000001,1.1400000000000001
Jahlil Okafor,27.0,12.9,5.4,2.4,0.5,0.2,0.2,0.618,0.222,0.708,0.8
Jaime Jaquez Jr.,70.5,24.45,10.25,4.1,2.55,0.95,0.25,0.475,0.3165,0.7825,1.5
Jake LaRavia,45.333333333333336,18.400000000000002,6.900000000000001,3.1333333333333333,1.5666666666666667,0.6666666666666666,0.2333333333333333,0.4176666666666667,0.367,0.7606666666666667,1.0333333333333334
Jake Layman,39.5,10.35,3.75,1.3,0.44999999999999996,0.4,0.25,0.45299999999999996,0.262,0.7124999999999999,0.44999999999999996
Jakob Poeltl,63.2,27.639999999999997,12.040000000000001,8.9,2.54,0.8399999999999999,1.48,0.6292,0.2666,0.5640000000000001,1.58
Jalen Brunson,71.4,32.54,21.52,3.46,5.7,0.8,0.1,0.49660000000000004,0.3956,0.8263999999999999,1.9600000000000002
Jalen Duren,68.66666666666667,26.7,11.566666666666668,10.266666666666667,2.066666666666667,0.6333333333333333,0.9333333333333335,0.653,0.0,0.6900000000000001,1.7333333333333334
Jalen Green,76.75,32.675,20.0,4.225,3.3,0.8,0.275,0.422,0.34175,0.8,2.35
Jalen Hood-Schifino,21.0,5.2,1.6,0.6,0.4,0.1,0.1,0.222,0.133,0.6,0.4
Jalen Johnson,46.0,22.450000000000003,10.725,5.975,2.475,0.8500000000000001,0.6,0.50975,0.2965,0.704,1.425
Jalen McDaniels,58.0,17.55,6.6,3.15,1.125,0.625,0.325,0.43775,0.3035,0.7525,0.875
Jalen Pickett,38.0,9.05,2.8499999999999996,0.95,1.5,0.25,0.05,0.4285,0.378,0.75,0.4
Jalen Smith,54.2,14.98,7.74,4.86,0.72,0.24,0.62,0.49539999999999995,0.3188,0.7478,0.7
Jalen Suggs,52.75,26.575,12.625,3.425,3.4250000000000003,1.35,0.6,0.41525,0.313,0.7835,2.375
Jalen Williams,71.66666666666667,31.333333333333332,18.26666666666667,4.6000000000000005,4.3,1.3666666666666665,0.6,0.515,0.38266666666666665,0.805,1.8333333333333333
Jalen Wilson,61.0,20.6,7.25,3.2,1.4,0.4,0.1,0.41100000000000003,0.3305,0.822,0.7
Jamal Cain,31.5,11.8,4.5,1.8499999999999999,0.5,0.5,0.2,0.43,0.33999999999999997,0.7315,0.44999999999999996
Jamal Murray,59.75,33.975,20.95,4.0,5.875,1.175,0.425,0.4715,0.406,0.86025,2.175
Jamal Shead,75.0,19.6,7.1,1.5,4.2,0.8,0.1,0.405,0.323,0.768,1.6
James Bouknight,32.5,12.5,5.1,1.9,1.0,0.30000000000000004,0.05,0.353,0.32499999999999996,0.769,0.7
James Ennis III,41.0,24.1,8.4,4.0,1.5,0.8,0.2,0.473,0.433,0.805,0.9
James Harden,63.6,36.04,21.4,6.5200000000000005,9.8,1.26,0.6799999999999999,0.43099999999999994,0.362,0.8714000000000001,3.7399999999999998
James Johnson,56.5,19.85,6.35,3.5,2.0,0.65,0.65,0.4575,0.2645,0.5595,0.9500000000000001
James Wiseman,49.0,19.333333333333332,9.533333333333333,5.666666666666667,0.7666666666666666,0.2333333333333333,0.7000000000000001,0.5633333333333334,0.17200000000000001,0.6783333333333333,1.2
Jamison Battle,59.0,17.7,7.1,2.7,0.9,0.3,0.2,0.429,0.405,0.889,0.5
Jarace Walker,54.0,13.05,4.85,2.5,1.35,0.6,0.3,0.4405,0.4025,0.778,0.75
Jared Butler,47.333333333333336,13.366666666666665,6.366666666666667,1.4666666666666668,2.8000000000000003,0.6,0.20000000000000004,0.4466666666666667,0.327,0.7909999999999999,1.1333333333333335
Jared McCain,23.0,25.7,15.3,2.4,2.6,0.7,0.0,0.46,0.383,0.875,1.6
Jaren Jackson Jr.,70.25,29.425,19.9,5.925,1.6,1.075,2.1,0.46325,0.34225,0.8,1.975
Jarred Vanderbilt,56.2,20.68,5.9,6.32,1.44,1.1199999999999999,0.42000000000000004,0.5494,0.2484,0.6258,0.96
Jarrell Brantley,28.0,4.9,2.3,1.0,0.5,0.3,0.1,0.481,0.429,1.0,0.3
Jarrett Allen,69.2,30.839999999999996,14.64,10.16,1.92,0.74,1.1800000000000002,0.6557999999999999,0.1032,0.7208,1.5
Jarrett Culver,35.5,11.899999999999999,4.4,2.2,0.8,0.5,0.2,0.39449999999999996,0.25,0.5375,0.65
Javon Freeman-Liberty,22.0,18.3,7.0,3.2,1.8,0.5,0.2,0.444,0.238,0.917,1.1
Javonte Green,51.5,17.125,5.275,2.975,0.7,0.875,0.44999999999999996,0.514,0.34650000000000003,0.7435,0.525
Jaxson Hayes,60.6,16.22,6.58,3.88,0.6799999999999999,0.48,0.62,0.6468,0.1766,0.6968,0.72
Jay Huff,42.0,7.1,4.05,1.3,0.35,0.2,0.55,0.5575,0.369,0.893,0.3
Jaylen Brown,64.8,34.36,24.02,6.0600000000000005,3.7,1.16,0.42000000000000004,0.48200000000000004,0.3536,0.7508,2.66
Jaylen Clark,40.0,13.0,4.1,1.3,0.7,0.9,0.1,0.467,0.431,0.784,0.2
Jaylen Nowell,56.333333333333336,17.7,9.433333333333334,2.3000000000000003,1.8666666666666665,0.5,0.19999999999999998,0.449,0.33866666666666667,0.793,0.7666666666666666
Jaylen Wells,79.0,25.9,10.4,3.4,1.7,0.6,0.1,0.425,0.352,0.822,0.9
Jaylin Williams,55.0,16.133333333333333,5.266666666666667,4.633333333333334,1.9333333333333336,0.5,0.39999999999999997,0.4306666666666667,0.3913333333333333,0.7586666666666666,0.6666666666666666
Jaylon Tyson,47.0,9.6,3.6,2.0,0.9,0.3,0.1,0.43,0.345,0.792,0.6
Jayson Tatum,72.0,36.14,27.419999999999998,8.2,4.84,1.08,0.58,0.46020000000000005,0.36160000000000003,0.8443999999999999,2.7800000000000002
Jeff Dowtin Jr.,33.0,12.7,4.7,1.2,1.5499999999999998,0.5,0.2,0.46299999999999997,0.35650000000000004,0.7,0.30000000000000004
Jeff Green,61.8,20.080000000000002,8.2,2.7399999999999998,1.1199999999999999,0.32,0.32,0.4928,0.3426,0.796,0.6799999999999999
Jeff Teague,55.0,17.3,6.7,1.6,2.4,0.6,0.2,0.433,0.439,0.848,1.2
Jerami Grant,53.0,33.54,19.48,4.04,2.5,0.8,0.9,0.43079999999999996,0.3752,0.8324,1.8199999999999998
Jeremiah Robinson-Earl,49.25,17.125,5.875,4.125,0.95,0.5249999999999999,0.2,0.44675,0.33975,0.79,0.6000000000000001
Jeremy Lamb,46.0,19.0,8.7,3.2,1.45,0.75,0.5,0.40900000000000003,0.365,0.8935,0.6499999999999999
Jeremy Sochan,61.333333333333336,26.96666666666667,11.333333333333334,6.066666666666666,2.766666666666667,0.8000000000000002,0.4666666666666666,0.4753333333333334,0.28733333333333333,0.7216666666666667,1.7333333333333334
Jericho Sims,47.75,13.5,2.35,3.95,0.55,0.25,0.45,0.70575,0.0,0.6114999999999999,0.5
Jerome Robinson,22.0,3.7,1.4,0.3,0.2,0.0,0.1,0.333,0.118,0.636,0.1
Jett Howard,60.0,11.7,4.5,1.2,0.7,0.2,0.2,0.374,0.296,0.696,0.6
Jevon Carter,63.0,14.16,5.12,1.52,1.5,0.52,0.22000000000000003,0.39740000000000003,0.3684,0.7182,0.52
Jimmy Butler III,57.6,33.32,20.82,5.880000000000001,5.66,1.64,0.33999999999999997,0.5038,0.30999999999999994,0.8565999999999999,1.7600000000000002
Jock Landale,55.25,12.65,5.3,3.275,0.975,0.275,0.375,0.51775,0.31225,0.764,0.65
Joe Harris,71.5,25.8,10.85,2.9000000000000004,1.65,0.6,0.2,0.481,0.4505,0.7105,0.75
Joe Ingles,56.5,23.174999999999997,7.65,2.85,3.625,0.625,0.125,0.441,0.4105,0.8245,1.225
Joe Wieskamp,29.0,7.1,2.1,0.5,0.3,0.1,0.1,0.357,0.326,0.538,0.1
Joel Embiid,56.0,33.275,31.725,10.875,4.2,1.075,1.575,0.52225,0.3665,0.85325,3.35
John Collins,59.2,29.72,16.2,7.68,1.46,0.6599999999999999,0.9800000000000001,0.5298,0.365,0.8144,1.5
John Konchar,57.6,17.08,4.18,3.9799999999999995,1.3800000000000001,0.8,0.4,0.46399999999999997,0.363,0.7754,0.48
John Wall,37.0,27.200000000000003,16.0,2.95,6.050000000000001,0.9500000000000001,0.6000000000000001,0.40549999999999997,0.31,0.7150000000000001,2.95
Johnny Davis,37.333333333333336,11.5,3.733333333333333,1.5999999999999999,0.6333333333333333,0.4000000000000001,0.2333333333333333,0.39966666666666667,0.27799999999999997,0.5673333333333334,0.3666666666666667
Johnny Furphy,50.0,7.6,2.1,1.4,0.4,0.4,0.2,0.38,0.3,0.818,0.2
Johnny Juzang,42.0,19.200000000000003,8.05,2.35,1.15,0.4,0.1,0.4465,0.396,0.7815,0.6499999999999999
Jonas Valančiūnas,75.6,25.16,14.319999999999999,10.120000000000001,2.06,0.48,0.76,0.5584,0.32039999999999996,0.8166,1.78
Jonathan Isaac,64.5,15.600000000000001,6.1,4.45,0.55,0.8,1.15,0.46199999999999997,0.3165,0.7010000000000001,0.5
Jonathan Kuminga,64.5,22.075,12.650000000000002,4.025,1.8,0.625,0.42500000000000004,0.50525,0.333,0.6875,1.4
Jonathan Mogbo,63.0,20.4,6.2,4.9,2.3,0.9,0.5,0.438,0.243,0.732,1.1
Jontay Porter,26.0,13.8,4.4,3.2,2.3,0.8,0.8,0.385,0.333,0.833,0.8
Jordan Clarkson,60.0,28.6,17.7,3.62,3.62,0.72,0.16,0.4218,0.3318,0.8436,2.2600000000000002
Jordan Goodwin,49.333333333333336,18.333333333333332,6.233333333333333,3.8666666666666667,2.266666666666667,0.9,0.3666666666666667,0.4183333333333333,0.334,0.7773333333333333,0.9333333333333332
Jordan Hawkins,61.5,20.450000000000003,9.3,2.5,1.1,0.4,0.25,0.377,0.34850000000000003,0.827,0.8
Jordan McLaughlin,51.6,13.34,3.62,1.4,2.6399999999999997,0.7,0.1,0.43759999999999993,0.374,0.7689999999999999,0.6
Jordan Miller,37.0,11.4,4.1,1.6,0.9,0.5,0.1,0.433,0.211,0.8,0.7
Jordan Nwora,51.5,15.275,7.325,3.05,0.95,0.475,0.275,0.44,0.386,0.8045,0.9500000000000001
Jordan Poole,71.0,27.78,17.759999999999998,2.7199999999999998,3.8600000000000003,0.9,0.3,0.43099999999999994,0.351,0.8874000000000001,2.4
Jordan Walsh,52.0,7.8,1.6,1.3,0.4,0.2,0.2,0.361,0.273,0.583,0.3
Jose Alvarado,56.75,19.924999999999997,8.125,2.2249999999999996,3.125,1.2000000000000002,0.22499999999999998,0.41525,0.34075,0.744,1.05
Josh Christopher,69.0,15.15,6.85,1.8,1.55,0.7,0.2,0.4565,0.266,0.7424999999999999,1.2
Josh Giddey,70.0,29.475,14.0,7.55,6.15,0.9,0.5,0.46025,0.32575,0.75675,2.75
Josh Green,58.2,21.36,6.419999999999999,2.62,1.5,0.74,0.16,0.4808,0.33940000000000003,0.6684,0.8800000000000001
Josh Hall,21.0,16.0,4.1,2.8,1.3,0.2,0.0,0.303,0.108,0.5,1.2
Josh Hart,67.0,33.04,11.379999999999999,8.18,4.04,1.1,0.3,0.4862,0.33680000000000004,0.77,1.64
Josh Jackson,56.5,20.75,9.9,3.4499999999999997,1.7,0.7,0.6000000000000001,0.4095,0.277,0.7215,1.5999999999999999
Josh Minott,39.0,4.45,2.1,0.75,0.35,0.25,0.25,0.4805,0.363,0.876,0.15000000000000002
Josh Okogie,56.0,16.240000000000002,5.42,2.58,1.0,0.8400000000000001,0.42000000000000004,0.4114,0.31179999999999997,0.733,0.7
Josh Richardson,58.0,26.0,10.575,2.9,2.375,0.9,0.35,0.435,0.36424999999999996,0.9005,1.1
Joshua Primo,50.0,19.3,5.8,2.3,1.6,0.4,0.5,0.374,0.307,0.746,1.1
Jrue Holiday,64.8,32.239999999999995,15.780000000000001,4.76,5.8,1.28,0.52,0.4812,0.3938,0.8298,2.16
Juan Toscano-Anderson,59.333333333333336,16.0,4.266666666666667,3.0666666666666664,1.9333333333333333,0.6,0.3,0.5053333333333333,0.30333333333333334,0.691,0.9333333333333332
Juancho Hernangomez,44.666666666666664,14.333333333333334,4.466666666666667,3.1,0.6,0.4000000000000001,0.16666666666666666,0.42366666666666664,0.3096666666666667,0.5803333333333334,0.43333333333333335
Julian Champagnie,78.0,21.700000000000003,8.35,3.3499999999999996,1.4,0.6499999999999999,0.5,0.4115,0.368,0.8594999999999999,0.8500000000000001
Julian Phillips,59.5,11.149999999999999,3.4,1.5,0.4,0.35,0.25,0.431,0.3215,0.7365,0.3
Julian Strawther,57.5,16.1,6.75,1.7000000000000002,1.1,0.44999999999999996,0.15000000000000002,0.40049999999999997,0.32299999999999995,0.766,0.7
Julius Randle,67.0,35.22,22.4,9.28,4.9799999999999995,0.6799999999999999,0.32,0.4566,0.34340000000000004,0.7822,3.1799999999999997
Justin Champagnie,49.0,14.700000000000001,5.550000000000001,3.85,0.65,0.6,0.35,0.487,0.37,0.8425,0.55
Justin Edwards,44.0,26.2,10.1,3.4,1.6,1.0,0.4,0.455,0.363,0.696,1.1
Justin Holiday,62.5,22.1,7.275,2.15,1.375,0.7,0.4,0.4095,0.36875,0.7422500000000001,0.6
Justin Jackson,28.5,10.85,4.05,1.5,0.95,0.30000000000000004,0.15000000000000002,0.331,0.279,0.669,0.5
Justin James,36.0,8.6,3.9,0.8,0.6,0.2,0.1,0.468,0.368,0.583,0.4
Justin Minaya,34.0,11.2,1.8,1.6,0.6,0.3,0.3,0.297,0.245,0.556,0.3
Justin Robinson,25.0,12.1,3.1,0.8,1.3,0.4,0.0,0.301,0.295,0.5,0.7
Justise Winslow,34.333333333333336,20.8,6.433333333333334,4.566666666666666,2.3666666666666667,0.7666666666666666,0.4666666666666666,0.39633333333333337,0.241,0.6253333333333333,1.3
Jusuf Nurkić,54.4,25.380000000000003,11.92,9.6,3.0799999999999996,0.9600000000000002,0.86,0.511,0.3156,0.6548,2.2199999999999998
Juwan Morgan,29.0,5.1,1.2,1.0,0.3,0.1,0.0,0.467,0.308,0.429,0.1
KJ Martin,61.8,21.259999999999998,8.18,3.96,1.1800000000000002,0.48,0.5,0.5398,0.31639999999999996,0.6704000000000001,0.76
KJ Simpson,36.0,23.4,7.8,3.0,3.1,0.9,0.2,0.346,0.254,0.82,1.6
KZ Okpala,31.0,10.266666666666666,2.5,1.5999999999999999,0.5333333333333333,0.2333333333333333,0.26666666666666666,0.41033333333333327,0.30633333333333335,0.7116666666666666,0.26666666666666666
Kai Jones,35.666666666666664,8.866666666666667,3.1333333333333333,2.1,0.3666666666666667,0.26666666666666666,0.4666666666666666,0.6663333333333333,0.3036666666666667,0.6083333333333333,0.5
Karl-Anthony Towns,57.4,33.6,23.28,9.92,3.8,0.8400000000000001,0.8400000000000001,0.508,0.3998,0.8513999999999999,2.98
Karlo Matković,42.0,18.8,7.7,5.0,1.1,0.5,1.0,0.574,0.318,0.773,1.0
Kawhi Leonard,52.25,33.475,23.45,6.25,3.95,1.55,0.575,0.51175,0.4105,0.86275,1.85
Keaton Wallace,31.0,16.2,5.4,1.6,2.6,0.9,0.3,0.401,0.329,1.0,1.1
Keegan Murray,77.66666666666667,32.56666666666666,13.266666666666666,5.6000000000000005,1.4333333333333333,0.8666666666666667,0.7333333333333334,0.4503333333333333,0.3706666666666667,0.8096666666666666,0.8000000000000002
Keifer Sykes,32.0,17.7,5.6,1.4,1.9,0.4,0.1,0.363,0.3,0.882,1.0
Keita Bates-Diop,52.25,14.649999999999999,5.425,2.825,0.825,0.525,0.275,0.47675,0.32525,0.744,0.525
Kel'el Ware,64.0,22.2,9.3,7.4,0.9,0.6,1.1,0.554,0.315,0.687,0.9
Kelan Martin,32.5,12.1,5.1,2.0,0.6,0.35,0.3,0.429,0.34650000000000003,0.796,0.5
Keldon Johnson,70.6,29.32,16.04,5.4799999999999995,2.2399999999999998,0.6799999999999999,0.26,0.4666,0.3444,0.762,1.36
Keljin Blevins,31.0,11.3,3.1,1.5,0.6,0.4,0.0,0.306,0.292,0.545,0.5
Kelly Olynyk,60.0,23.78,10.72,5.5200000000000005,3.34,0.9,0.48,0.4972,0.3754,0.8118000000000001,1.8800000000000001
Kelly Oubre Jr.,61.4,30.8,16.240000000000002,5.26,1.36,1.2,0.5599999999999999,0.44420000000000004,0.3168,0.7246,1.22
Kemba Walker,40.0,28.700000000000003,15.45,3.5,4.2,0.9,0.25,0.4115,0.3635,0.872,1.65
Kendrick Nunn,63.0,21.65,10.85,2.4000000000000004,1.9500000000000002,0.65,0.2,0.4545,0.3675,0.8935,1.15
Kennedy Chandler,36.0,7.8,2.2,1.1,1.6,0.3,0.1,0.422,0.133,0.462,0.5
Kenneth Lofton Jr.,22.5,8.35,4.8,1.9500000000000002,1.2000000000000002,0.25,0.15000000000000002,0.49450000000000005,0.3225,0.6234999999999999,0.6
Kenrich Williams,61.2,19.52,6.88,4.0,1.8399999999999999,0.74,0.2,0.49240000000000006,0.38780000000000003,0.554,0.76
Kent Bazemore,53.0,16.95,5.3,2.6,1.25,0.8,0.35,0.3865,0.38549999999999995,0.7284999999999999,0.85
Kentavious Caldwell-Pope,74.6,30.22,10.5,2.68,2.08,1.22,0.44000000000000006,0.44539999999999996,0.3942,0.8674,1.04
Keon Ellis,68.5,20.799999999999997,6.8500000000000005,2.45,1.5,1.2,0.65,0.475,0.425,0.796,0.75
Keon Johnson,52.0,17.866666666666667,7.5,2.3666666666666667,1.9333333333333336,0.7666666666666666,0.3,0.37266666666666665,0.3333333333333333,0.7443333333333334,1.2666666666666666
Kessler Edwards,44.5,12.9,3.6500000000000004,2.25,0.65,0.425,0.325,0.4275,0.3635,0.7635000000000001,0.45
Kevin Durant,54.8,35.92,27.919999999999998,6.76,5.24,0.8,1.2,0.533,0.41600000000000004,0.8812,3.3200000000000003
Kevin Huerter,70.2,27.7,11.86,3.3,2.8,0.9400000000000001,0.33999999999999997,0.4478,0.3706,0.7588,1.08
Kevin Knox II,41.5,12.925,5.2,2.05,0.5,0.30000000000000004,0.15000000000000002,0.41925,0.3375,0.8007500000000001,0.525
Kevin Love,47.8,19.02,9.620000000000001,6.24,1.94,0.45999999999999996,0.18,0.40499999999999997,0.3586,0.8048,1.08
Kevin Pangos,24.0,6.9,1.6,0.5,1.3,0.1,0.0,0.326,0.231,0.75,0.3
Kevin Porter Jr.,55.25,29.375,15.425,4.3,5.4,1.075,0.3,0.43274999999999997,0.34075,0.7322500000000001,2.9
Kevon Harris,34.0,13.4,4.1,2.1,0.5,0.5,0.1,0.439,0.372,0.756,0.6
Kevon Looney,75.0,19.02,5.220000000000001,6.74,1.98,0.5,0.5,0.572,0.127,0.6186,0.62
Keyonte George,71.0,29.25,14.9,3.3,5.0,0.6,0.1,0.391,0.3385,0.833,2.6
Khem Birch,47.333333333333336,16.3,4.633333333333334,3.8000000000000003,0.9,0.5,0.5,0.5253333333333333,0.25,0.7503333333333333,0.5333333333333333
Khris Middleton,51.8,27.98,16.52,4.8,5.0200000000000005,0.96,0.22000000000000003,0.4646,0.36879999999999996,0.876,2.3
Killian Hayes,52.5,25.775,7.725,2.9,5.15,1.125,0.45,0.3815,0.2795,0.76875,2.1
Killian Tillie,36.0,12.8,3.3,1.7,0.6,0.6,0.4,0.339,0.314,0.625,0.4
Kira Lewis Jr.,32.75,12.425,5.025,1.2750000000000001,1.625,0.475,0.1,0.40375,0.27975,0.8474999999999999,0.65
Klay Thompson,62.5,29.85,18.549999999999997,3.675,2.375,0.625,0.45,0.42725,0.39375,0.90325,1.45
Kobe Brown,42.0,7.9,1.95,1.5,0.6,0.25,0.1,0.4345,0.2615,0.607,0.25
Kris Dunn,54.0,22.933333333333334,8.333333333333334,3.6,4.066666666666666,1.2666666666666666,0.43333333333333335,0.482,0.39199999999999996,0.7146666666666667,1.2666666666666666
Kris Murray,65.5,18.4,5.15,3.1,1.15,0.7,0.25,0.4075,0.2465,0.5585,0.75
Kristaps Porziņģis,51.6,30.18,20.619999999999997,7.88,2.1399999999999997,0.7,1.56,0.4864,0.37160000000000004,0.8480000000000001,1.56
Kyle Anderson,69.4,23.259999999999998,8.34,4.64,3.56,1.0,0.7,0.4704,0.3372,0.7203999999999999,1.1
Kyle Filipowski,72.0,21.1,9.6,6.1,1.9,0.7,0.3,0.502,0.35,0.65,1.4
Kyle Guy,31.0,7.6,2.8,1.1,1.0,0.2,0.0,0.33,0.283,0.8,0.4
Kyle Kuzma,66.6,31.9,17.64,6.82,3.12,0.5599999999999999,0.6,0.4484,0.3356,0.7083999999999999,2.4400000000000004
Kyle Lowry,51.8,29.380000000000003,10.76,3.8200000000000003,5.36,1.0,0.33999999999999997,0.4124,0.368,0.8486,1.86
Kyrie Irving,50.2,36.18,26.339999999999996,4.82,5.42,1.3,0.62,0.4878,0.4022,0.9126000000000001,2.2
Kyshawn George,68.0,26.5,8.7,4.2,2.5,1.0,0.7,0.372,0.322,0.753,1.4
LaMarcus Aldridge,36.5,24.1,13.2,5.0,1.4,0.35,1.05,0.5115000000000001,0.346,0.8725,0.95
LaMelo Ball,46.2,32.12,21.64,5.8,7.5,1.48,0.32,0.42279999999999995,0.36219999999999997,0.8362,3.4200000000000004
Lamar Stevens,50.75,15.350000000000001,5.675,2.9,0.625,0.475,0.375,0.46075,0.26425,0.728,0.575
Lance Stephenson,46.0,17.7,8.3,2.8,3.6,0.5,0.1,0.455,0.3,0.788,1.6
Landry Shamet,53.2,19.0,7.82,1.56,1.44,0.52,0.12000000000000002,0.4142,0.3734,0.8122,0.6799999999999999
Langston Galloway,40.0,10.9,4.8,1.1,0.7,0.2,0.0,0.449,0.424,0.957,0.3
Larry Nance Jr.,46.2,22.84,7.459999999999999,5.36,2.04,1.06,0.45999999999999996,0.5384,0.37679999999999997,0.6944,0.9
Lauri Markkanen,56.0,31.1,19.240000000000002,6.74,1.52,0.6799999999999999,0.45999999999999996,0.4654,0.3792,0.8688,1.3199999999999998
LeBron James,59.4,35.260000000000005,26.860000000000003,7.859999999999999,7.459999999999999,1.1199999999999999,0.68,0.518,0.36619999999999997,0.7508,3.5200000000000005
Leaky Black,26.0,10.9,2.7,1.8,0.9,0.3,0.4,0.481,0.45,0.667,0.2
Leandro Bolmaro,35.0,6.9,1.4,1.2,0.6,0.2,0.0,0.315,0.278,0.846,0.4
Lester Quinones,37.0,10.7,4.4,1.9,1.0,0.2,0.1,0.397,0.364,0.69,0.5
Lindy Waters III,39.0,13.475000000000001,5.425000000000001,1.975,0.825,0.42500000000000004,0.25,0.40975,0.375,0.83175,0.30000000000000004
Lonnie Walker IV,52.8,22.56,11.419999999999998,2.5,1.7600000000000002,0.54,0.3,0.4236,0.3544,0.8038000000000001,1.02
Lonzo Ball,41.666666666666664,29.53333333333333,11.733333333333334,4.533333333333333,4.7,1.5333333333333332,0.6666666666666666,0.40099999999999997,0.38166666666666665,0.782,1.9000000000000001
Lou Williams,61.0,17.950000000000003,8.8,1.85,2.65,0.6,0.1,0.40049999999999997,0.381,0.863,1.2000000000000002
Luguentz Dort,65.4,30.139999999999997,13.180000000000001,4.0200000000000005,1.7,0.9600000000000002,0.44000000000000006,0.4104,0.36219999999999997,0.7804,1.2
Luka Dončić,63.4,35.760000000000005,30.119999999999997,8.62,8.559999999999999,1.3599999999999999,0.5,0.47379999999999994,0.359,0.7567999999999999,4.0
Luka Garza,31.0,7.85,4.95,2.0,0.425,0.2,0.1,0.49175,0.31125,0.70425,0.4
Luka Samanic,38.0,9.350000000000001,3.9,2.25,0.45,0.15000000000000002,0.2,0.41400000000000003,0.24100000000000002,0.669,0.6499999999999999
Luke Kennard,59.2,23.5,9.88,2.8600000000000003,2.42,0.5599999999999999,0.1,0.4686,0.4544,0.8936,1.0
Luke Kornet,59.0,14.275,4.625,3.625,1.0750000000000002,0.30000000000000004,0.925,0.61725,0.37124999999999997,0.72975,0.325
Malachi Flynn,53.25,14.399999999999999,5.475,1.75,1.925,0.575,0.1,0.38625,0.3345,0.72975,0.65
Malaki Branham,62.666666666666664,17.966666666666665,8.133333333333333,1.9333333333333336,1.5999999999999999,0.3666666666666667,0.06666666666666667,0.44333333333333336,0.35133333333333333,0.84,1.0333333333333332
Malcolm Brogdon,44.4,29.24,16.72,4.4399999999999995,5.0200000000000005,0.72,0.27999999999999997,0.4516,0.3684,0.8577999999999999,1.7600000000000002
Malik Beasley,71.6,28.2,14.4,3.4200000000000004,1.7,0.74,0.14,0.41980000000000006,0.39239999999999997,0.7657999999999999,0.9800000000000001
Malik Monk,66.4,25.78,14.319999999999999,3.02,3.9200000000000004,0.6799999999999999,0.38,0.4474,0.3652,0.8394,1.86
Mamadi Diakite,22.0,8.0,2.6,1.4,0.4,0.2,0.4,0.48,0.333,1.0,0.5
MarJon Beauchamp,45.0,10.233333333333333,3.9333333333333336,1.866666666666667,0.5333333333333333,0.26666666666666666,0.06666666666666667,0.4326666666666667,0.3586666666666667,0.7196666666666666,0.6333333333333333
Marc Gasol,52.0,19.1,5.0,4.1,2.1,0.5,1.1,0.454,0.41,0.72,1.0
Marcus Morris Sr.,56.25,25.025,11.6,3.8,1.4,0.5,0.3,0.443,0.402,0.823,0.95
Marcus Sasser,64.0,16.6,7.45,1.5,2.8,0.6,0.15000000000000002,0.4455,0.3785,0.861,1.1
Marcus Smart,46.8,29.5,12.040000000000001,3.04,5.08,1.58,0.36,0.41079999999999994,0.3316,0.7716000000000001,2.2399999999999998
Mark Williams,43.5,22.950000000000003,12.15,8.649999999999999,1.45,0.7,1.1,0.6205,0.0,0.7475,1.25
Markelle Fultz,41.333333333333336,19.866666666666667,8.233333333333333,2.6999999999999997,3.266666666666667,1.0,0.26666666666666666,0.46799999999999997,0.34400000000000003,0.8266666666666667,1.3999999999999997
Markieff Morris,40.666666666666664,12.700000000000001,4.333333333333333,2.6333333333333333,0.9,0.3,0.16666666666666666,0.38400000000000006,0.35400000000000004,0.851,0.6333333333333333
Markus Howard,34.0,5.6,3.4499999999999997,0.5,0.35,0.2,0.0,0.3815,0.3385,0.8240000000000001,0.35
Marquese Chriss,34.0,10.2,4.5,3.0,0.5,0.4,0.4,0.463,0.32,0.667,0.5
Marvin Bagley III,42.8,20.619999999999997,10.7,5.94,0.8400000000000001,0.44000000000000006,0.52,0.5284,0.2834,0.6814,0.9800000000000001
Mason Jones,32.0,10.5,5.3,1.7,1.3,0.2,0.0,0.423,0.364,0.625,0.9
Mason Plumlee,65.6,21.94,7.5,7.42,2.56,0.58,0.64,0.6246,0.0,0.6104,1.28
Matas Buzelis,80.0,18.9,8.6,3.5,1.0,0.4,0.9,0.454,0.361,0.815,0.9
Matisse Thybulle,66.75,21.325,4.775,2.075,1.05,1.55,0.875,0.438,0.33125,0.66825,0.5
Matt Ryan,31.0,11.5,4.5,1.1,0.55,0.15000000000000002,0.0,0.402,0.41600000000000004,0.881,0.44999999999999996
Matt Thomas,42.5,9.4,3.55,1.15,0.45,0.15000000000000002,0.05,0.402,0.36150000000000004,0.8285,0.25
Matthew Dellavedova,32.0,6.6,1.5,0.4,1.3,0.2,0.0,0.34,0.333,0.571,0.3
Maurice Harkless,42.0,19.65,4.9,2.4,0.85,0.7,0.5,0.4385,0.2905,0.7404999999999999,0.6499999999999999
