PLAYER,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,TOV
Bryn Forbes,56.666666666666664,15.700000000000001,7.466666666666668,1.1333333333333333,0.7666666666666666,0.3,0.06666666666666667,0.421,0.38999999999999996,0.8926666666666666,0.6
Bub Carrington,82.0,30.0,9.8,4.2,4.4,0.7,0.3,0.401,0.339,0.812,1.7
Buddy Hield,79.6,28.9,14.440000000000001,4.1,2.7199999999999998,0.9199999999999999,0.36,0.42460000000000003,0.3876,0.8501999999999998,1.54
CJ Elleby,44.0,13.3,4.05,2.5,0.9,0.4,0.2,0.386,0.25,0.7235,0.6
CJ McCollum,61.2,33.86,21.44,4.14,4.84,0.9199999999999999,0.45999999999999996,0.4516,0.3962,0.7614,1.8800000000000001
Cade Cunningham,65.33333333333333,33.699999999999996,22.066666666666666,5.3,7.3999999999999995,1.0333333333333334,0.6333333333333333,0.4446666666666667,0.3416666666666666,0.8533333333333334,3.8333333333333335
Caleb Houstan,56.0,14.433333333333332,4.066666666666666,1.5333333333333332,0.5666666666666667,0.3,0.10000000000000002,0.39066666666666666,0.37033333333333335,0.8410000000000001,0.3
Caleb Martin,58.6,24.419999999999998,8.34,3.9200000000000004,1.6600000000000001,0.8800000000000001,0.42000000000000004,0.44020000000000004,0.345,0.7218,1.0
Cam Reddish,39.2,22.54,7.92,2.48,1.08,1.06,0.32,0.4016,0.3094,0.7891999999999999,0.9400000000000001
Cam Spencer,25.0,10.1,4.2,1.2,1.4,0.4,0.0,0.415,0.365,1.0,0.2
Cam Thomas,53.75,24.2,16.4,2.65,2.325,0.55,0.125,0.4385,0.3415,0.8585,1.575
Cam Whitmore,49.0,17.45,10.850000000000001,3.4,0.85,0.6,0.35,0.449,0.357,0.7145,0.95
Cameron Johnson,56.6,27.6,13.959999999999999,4.08,2.12,0.8800000000000001,0.3,0.4542,0.39180000000000004,0.8462,1.0
Cameron Payne,63.2,18.4,8.760000000000002,2.1,3.6799999999999997,0.6,0.22000000000000003,0.4282,0.3794,0.8550000000000001,1.2
Caris LeVert,62.2,29.24,15.080000000000002,3.88,4.38,1.06,0.45999999999999996,0.4408,0.3472,0.753,1.72
Carmelo Anthony,69.0,25.25,13.350000000000001,3.6500000000000004,1.25,0.7,0.7,0.431,0.392,0.86,0.9
Carsen Edwards,31.0,8.9,4.0,0.8,0.5,0.2,0.0,0.423,0.286,0.846,0.2
Cason Wallace,75.0,24.1,7.6,2.8499999999999996,2.0,1.35,0.5,0.4825,0.38749999999999996,0.7975000000000001,0.7
Cassius Stanley,24.0,3.9,1.5,0.8,0.0,0.0,0.1,0.302,0.231,0.778,0.0
Cassius Winston,22.0,4.5,1.9,0.4,0.5,0.1,0.0,0.424,0.471,0.833,0.2
Cedi Osman,68.5,21.35,9.15,2.6,2.025,0.675,0.17500000000000002,0.434,0.356,0.70775,0.95
Chandler Hutchison,25.0,13.8,4.3,3.1,0.7,0.5,0.2,0.379,0.364,0.84,0.8
Charles Bassey,31.333333333333332,10.733333333333334,4.366666666666667,4.133333333333334,0.7333333333333334,0.3666666666666667,0.7999999999999999,0.621,0.125,0.6603333333333333,0.7000000000000001
Charlie Brown Jr.,22.0,8.1,1.4,1.5,0.3,0.5,0.2,0.256,0.083,0.9,0.2
Chasson Randle,41.0,20.4,6.5,2.0,1.8,0.5,0.1,0.388,0.338,0.792,1.1
Chet Holmgren,57.0,28.4,15.75,7.95,2.2,0.6499999999999999,2.25,0.51,0.3745,0.7735000000000001,1.7000000000000002
Chimezie Metu,53.25,15.525,6.65,3.875,0.825,0.6000000000000001,0.4,0.51325,0.298,0.7867500000000001,0.825
Chris Boucher,63.2,19.32,9.76,5.4,0.6,0.52,0.9199999999999999,0.49399999999999994,0.3402,0.7762,0.6
Chris Chiozza,28.0,10.75,3.0,1.1,2.45,0.35,0.15,0.32399999999999995,0.3155,0.716,0.8
Chris Duarte,53.333333333333336,19.900000000000002,8.299999999999999,2.8000000000000003,1.4000000000000001,0.6666666666666666,0.16666666666666666,0.39399999999999996,0.3436666666666666,0.8130000000000001,0.9666666666666668
Chris Livingston,21.0,4.65,1.2999999999999998,1.35,0.2,0.15000000000000002,0.0,0.4165,0.1,0.75,0.25
Chris Paul,66.8,30.139999999999997,12.6,4.14,8.56,1.46,0.27999999999999997,0.45999999999999996,0.367,0.8705999999999999,1.8800000000000001
Christian Braun,79.0,23.2,9.133333333333333,3.766666666666667,1.6666666666666667,0.7000000000000001,0.3666666666666667,0.5116666666666666,0.37833333333333335,0.7153333333333333,0.7333333333333334
Christian Koloko,47.5,11.5,2.75,2.7,0.45,0.30000000000000004,0.7,0.5429999999999999,0.0415,0.6705,0.3
Christian Wood,56.5,26.599999999999998,15.6,8.025,1.7,0.5750000000000001,1.0,0.499,0.36175,0.6819999999999999,1.675
Chuma Okeke,47.25,19.65,5.85,3.575,1.425,0.85,0.4,0.3755,0.312,0.73225,0.625
Clint Capela,66.0,26.3,11.74,11.26,1.04,0.6599999999999999,1.4,0.5980000000000001,0.0,0.5631999999999999,0.9
Coby White,71.4,30.339999999999996,15.4,3.6399999999999997,4.0200000000000005,0.6799999999999999,0.18,0.4384,0.3724,0.8737999999999999,1.78
Cody Martin,51.0,22.9,6.5,3.8,2.475,1.025,0.475,0.4305,0.31475,0.64825,1.0750000000000002
Cody Williams,50.0,21.2,4.6,2.3,1.2,0.5,0.3,0.323,0.259,0.725,0.9
Cody Zeller,39.333333333333336,13.799999999999999,5.466666666666668,4.666666666666667,1.1666666666666667,0.3666666666666667,0.23333333333333336,0.515,0.15866666666666665,0.6983333333333333,0.7333333333333334
Colby Jones,34.5,9.8,3.05,1.75,0.9,0.44999999999999996,0.25,0.4255,0.20900000000000002,0.601,0.44999999999999996
Cole Anthony,64.0,25.1,12.64,4.34,3.9,0.6799999999999999,0.44000000000000006,0.4202,0.346,0.8458,1.9
Colin Castleton,26.0,16.6,4.7,4.7,1.1,0.3,0.4,0.469,0.125,0.763,0.9
Collin Gillespie,28.5,11.7,4.75,1.65,1.75,0.55,0.1,0.447,0.41400000000000003,0.7655000000000001,0.55
Collin Sexton,62.25,28.424999999999997,18.925,2.6500000000000004,4.1000000000000005,0.775,0.15000000000000002,0.487,0.391,0.8394999999999999,2.3
Corey Kispert,73.0,25.95,11.075,2.825,1.5,0.45,0.2,0.47225,0.38025,0.82525,0.875
Cory Joseph,53.2,18.2,5.8,1.92,2.7,0.5599999999999999,0.18,0.4206,0.36360000000000003,0.7687999999999999,0.8800000000000001
Craig Porter Jr.,51.0,11.399999999999999,4.65,1.7000000000000002,1.8499999999999999,0.35,0.3,0.5115000000000001,0.39549999999999996,0.7255,0.8
D'Angelo Russell,62.4,30.22,17.1,2.96,6.1,1.0,0.4,0.4314,0.3704,0.8161999999999999,2.3600000000000003
D.J. Augustin,56.0,17.950000000000003,6.5,1.4,2.5999999999999996,0.4,0.0,0.4085,0.39849999999999997,0.894,1.05
D.J. Wilson,35.0,12.4,5.2,3.2,0.7,0.3,0.5,0.405,0.345,0.68,0.6
DaQuan Jeffries,39.0,19.35,5.4,2.5999999999999996,0.9,0.55,0.4,0.41100000000000003,0.317,0.8375,0.6
Daishen Nix,40.5,13.45,3.6,1.5499999999999998,2.0,0.55,0.05,0.37250000000000005,0.27749999999999997,0.6000000000000001,1.3
Dalano Banton,54.0,14.0,6.6000000000000005,2.175,1.875,0.5,0.375,0.40725,0.29225,0.7025,1.025
Dalen Terry,56.666666666666664,10.200000000000001,3.266666666666667,1.5333333333333332,1.0999999999999999,0.4666666666666666,0.19999999999999998,0.44366666666666665,0.2816666666666667,0.6526666666666666,0.4666666666666666
Dalton Knecht,78.0,19.2,9.1,2.8,0.8,0.3,0.1,0.461,0.376,0.762,0.5
Damian Jones,43.75,12.675,4.75,3.025,0.675,0.30000000000000004,0.575,0.64375,0.33675,0.7645,0.675
Damian Lillard,57.0,35.98,26.839999999999996,4.4399999999999995,7.24,0.9199999999999999,0.27999999999999997,0.43760000000000004,0.3632,0.9122,2.92
Damion Lee,54.75,16.25,6.35,2.5500000000000003,1.0,0.475,0.07500000000000001,0.42875,0.35550000000000004,0.91125,0.65
Damyean Dotson,46.0,19.7,6.7,2.0,2.0,0.3,0.1,0.406,0.289,0.667,0.9
Daniel Gafford,67.0,20.28,9.74,6.0,1.1,0.52,1.6,0.7072,0.0,0.6816,1.0
Daniel Oturu,30.0,5.4,1.8,1.6,0.3,0.1,0.2,0.423,0.2,0.75,0.3
Daniel Theis,52.5,19.65,7.1,4.7,1.3,0.475,0.75,0.51625,0.30974999999999997,0.738,0.85
Danilo Gallinari,55.333333333333336,20.7,10.233333333333333,3.6666666666666665,1.3666666666666665,0.43333333333333335,0.16666666666666666,0.435,0.37000000000000005,0.8953333333333333,0.6333333333333333
Danny Green,65.5,24.9,7.7,3.15,1.35,1.15,0.7,0.403,0.3925,0.7805,0.85
Danté Exum,37.5,19.200000000000003,8.25,2.2,2.8499999999999996,0.5,0.15000000000000002,0.5055000000000001,0.4625,0.7605,1.0
Danuel House Jr.,42.0,18.15,5.925000000000001,2.425,1.125,0.45,0.275,0.432,0.3395,0.7302500000000001,0.725
Dario Šarić,57.0,16.23333333333333,7.7,3.9333333333333336,1.6333333333333335,0.5,0.13333333333333333,0.457,0.37166666666666665,0.842,1.0999999999999999
Dariq Whitehead,20.0,12.3,5.7,1.5,0.6,0.3,0.1,0.406,0.446,0.6,0.8
Darius Bazley,55.666666666666664,24.46666666666667,9.9,5.566666666666666,1.3666666666666665,0.6,0.7666666666666666,0.424,0.3213333333333333,0.6443333333333333,1.366666666666667
Darius Garland,64.6,33.660000000000004,19.86,2.8,7.140000000000001,1.24,0.1,0.4586,0.392,0.8629999999999999,3.02
David Duke Jr.,22.5,12.7,4.2,2.15,0.8500000000000001,0.5,0.15,0.4115,0.163,0.758,0.6000000000000001
David Nwaba,38.0,17.9,7.1499999999999995,3.5999999999999996,0.9,0.8,0.55,0.4845,0.28800000000000003,0.7035,0.55
David Roddy,56.0,16.166666666666668,5.933333333333334,2.8333333333333335,1.0333333333333334,0.4000000000000001,0.26666666666666666,0.42933333333333334,0.3036666666666667,0.6970000000000001,0.7999999999999999
Davion Mitchell,75.25,22.125,7.575,1.775,3.325,0.625,0.175,0.448,0.34875,0.7172499999999999,1.15
Davis Bertans,50.25,16.675,7.1,1.9,0.7,0.425,0.225,0.397,0.375,0.8865000000000001,0.375
Davon Reed,45.5,10.95,3.25,1.8499999999999999,0.8,0.4,0.15000000000000002,0.41800000000000004,0.4,0.667,0.4
Day'Ron Sharpe,47.75,14.225,6.4,5.55,1.125,0.45,0.675,0.55325,0.3355,0.647,1.05
De'Aaron Fox,65.2,35.160000000000004,24.7,4.2,6.159999999999999,1.46,0.4,0.47800000000000004,0.32439999999999997,0.7628,2.7399999999999998
De'Andre Hunter,52.8,29.54,15.280000000000001,4.04,1.5,0.7,0.33999999999999997,0.46319999999999995,0.369,0.8286,1.3199999999999998
De'Anthony Melton,60.0,24.4,10.275,3.8499999999999996,2.7,1.45,0.5,0.41325,0.384,0.7955,1.275
DeAndre Jordan,47.2,14.64,4.9,5.54,0.9,0.27999999999999997,0.6599999999999999,0.6890000000000001,0.2,0.4842000000000001,0.96
DeAndre' Bembry,53.5,18.700000000000003,5.4,2.9,1.65,0.95,0.4,0.537,0.3405,0.641,1.0
DeMar DeRozan,73.4,35.94,24.04,4.4399999999999995,5.32,0.9600000000000002,0.4,0.492,0.31880000000000003,0.8678000000000001,1.92
DeMarcus Cousins,44.5,16.15,8.95,6.0,1.7,0.75,0.5,0.443,0.3255,0.744,1.7000000000000002
Dean Wade,54.2,20.080000000000002,5.36,3.5799999999999996,1.02,0.6399999999999999,0.33999999999999997,0.42519999999999997,0.366,0.678,0.4
Deandre Ayton,57.8,30.6,16.14,10.4,1.54,0.74,0.9,0.597,0.22959999999999997,0.753,1.6800000000000002
Deividas Sirvydis,20.0,6.7,2.1,1.5,0.3,0.1,0.0,0.35,0.357,0.5,0.3
Dejounte Murray,63.6,34.28,19.46,6.5,6.9,1.6800000000000002,0.27999999999999997,0.4462,0.32999999999999996,0.8068,2.5
Delon Wright,55.4,20.54,5.92,2.8600000000000003,3.02,1.32,0.3,0.4258,0.3476,0.7896,0.74
Deni Avdija,71.8,26.839999999999996,11.1,6.2,2.7399999999999998,0.8,0.44000000000000006,0.45359999999999995,0.3336,0.732,1.6200000000000003
Dennis Schröder,69.2,30.02,13.719999999999999,2.98,5.279999999999999,0.8800000000000001,0.18,0.4248,0.34500000000000003,0.8464,2.08
Dennis Smith Jr.,42.5,20.05,6.925000000000001,2.7,3.8249999999999997,1.2,0.39999999999999997,0.41625,0.265,0.716,1.3
Denzel Valentine,43.0,12.95,4.7,2.5,1.1,0.4,0.05,0.376,0.36750000000000005,0.4705,0.6
Dereck Lively II,45.5,23.3,8.75,7.2,1.75,0.6499999999999999,1.5,0.7244999999999999,0.0,0.5680000000000001,1.0
Derrick Favors,53.5,16.0,5.35,5.1,0.6,0.45,0.65,0.577,0.0625,0.6890000000000001,0.35
Derrick Jones Jr.,65.2,20.419999999999998,7.220000000000001,3.1799999999999997,0.74,0.6599999999999999,0.64,0.5062,0.3362,0.7203999999999999,0.6799999999999999
Derrick Rose,31.75,19.8,10.075,2.25,3.3,0.6,0.3,0.44,0.3645,0.91,1.3
Derrick White,68.4,30.72,14.52,3.7600000000000002,4.46,0.8400000000000001,1.0,0.4394,0.3638,0.866,1.46
Desmond Bane,62.6,30.04,18.36,4.6,3.9200000000000004,1.0,0.38,0.47140000000000004,0.4098,0.8732,1.94
Devin Booker,66.2,35.260000000000005,26.580000000000002,4.46,5.720000000000001,0.9400000000000001,0.3,0.47940000000000005,0.354,0.874,2.7399999999999998
Devin Carter,36.0,11.0,3.8,2.1,1.1,0.6,0.1,0.37,0.295,0.591,0.5
Devin Vassell,60.6,27.880000000000003,14.419999999999998,3.7599999999999993,2.68,1.06,0.42000000000000004,0.43739999999999996,0.367,0.8108000000000001,1.1400000000000001
Devontae Cacok,20.0,4.9,2.0,1.6,0.1,0.3,0.2,0.586,0.0,0.455,0.3
Devonte' Graham,56.75,22.625,9.775,2.075,3.6,0.7,0.15000000000000002,0.3665,0.34225,0.8115,1.075
Dewayne Dedmon,52.5,13.55,5.75,4.65,0.7,0.30000000000000004,0.55,0.538,0.356,0.7115,0.85
Dillon Brooks,63.8,30.1,15.319999999999999,3.3,2.2199999999999998,0.9800000000000001,0.24,0.4208,0.347,0.821,1.4
Dillon Jones,54.0,10.2,2.5,2.2,1.1,0.3,0.1,0.383,0.254,0.607,0.5
Domantas Sabonis,71.0,35.08,19.36,12.8,6.68,0.9199999999999999,0.48,0.5814,0.3604,0.7346,3.12
Dominick Barlow,32.0,12.666666666666666,4.166666666666667,3.1333333333333333,0.8333333333333334,0.3666666666666667,0.5333333333333333,0.5206666666666667,0.19733333333333336,0.6819999999999999,0.3
Donovan Clingan,67.0,19.8,6.5,7.9,1.1,0.5,1.6,0.539,0.286,0.596,1.1
Donovan Mitchell,62.8,33.94,26.24,4.5,5.2,1.42,0.32,0.45499999999999996,0.3726,0.8506,2.66
Donte DiVincenzo,64.6,26.54,11.2,4.34,3.1399999999999997,1.2,0.24,0.41419999999999996,0.3826,0.782,1.54
Dorian Finney-Smith,67.4,30.54,9.26,4.7,1.6199999999999999,0.9,0.48,0.4406,0.377,0.7156,0.9
Doug McDermott,57.4,18.240000000000002,8.82,1.8399999999999999,1.06,0.24,0.06000000000000001,0.4622,0.4138,0.7072,0.6
Draymond Green,61.0,29.639999999999997,8.120000000000001,6.9799999999999995,6.859999999999999,1.3,0.9199999999999999,0.484,0.3182,0.7168,2.7800000000000002
Drew Eubanks,67.8,15.919999999999998,5.959999999999999,4.66,1.0,0.36,0.8400000000000001,0.5993999999999999,0.6212,0.7176,0.86
Drew Peterson,25.0,7.4,2.2,1.6,0.5,0.2,0.1,0.415,0.394,0.778,0.3
Duane Washington Jr.,39.5,16.45,8.9,1.45,1.9,0.35,0.1,0.386,0.3685,0.7105,1.15
Duncan Robinson,67.0,25.16,10.86,2.5,1.94,0.5199999999999999,0.16,0.4192,0.3792,0.869,1.04
Duop Reath,57.0,14.049999999999999,6.65,2.85,0.8,0.4,0.44999999999999996,0.4415,0.33999999999999997,0.8255,0.55
Dwayne Bacon,72.0,25.7,10.9,3.1,1.3,0.6,0.1,0.402,0.285,0.824,0.6
Dwight Howard,64.5,16.75,6.6,7.15,0.75,0.5,0.75,0.5994999999999999,0.3915,0.617,1.2000000000000002
Dwight Powell,66.8,16.2,5.34,3.7,1.1,0.48,0.4,0.678,0.2644,0.7182000000000001,0.64
Dylan Windler,40.5,12.85,3.7,2.65,0.9,0.44999999999999996,0.25,0.40800000000000003,0.319,0.8055,0.65
Dyson Daniels,65.33333333333333,24.599999999999998,7.8999999999999995,4.333333333333333,3.1333333333333333,1.7,0.43333333333333335,0.4526666666666667,0.3216666666666667,0.6283333333333333,1.3333333333333333
E'Twaun Moore,27.0,14.4,4.9,1.7,1.5,0.6,0.2,0.455,0.314,0.857,0.9
Ed Davis,27.0,9.75,1.5,3.55,0.55,0.35,0.44999999999999996,0.5599999999999999,0.0,0.631,0.25
Edmond Sumner,53.0,15.05,7.3,1.65,1.1,0.6,0.2,0.493,0.377,0.868,0.95
Elfrid Payton,45.666666666666664,18.633333333333336,5.533333333333334,2.8333333333333335,4.033333333333334,0.7333333333333334,0.2333333333333333,0.381,0.225,0.5426666666666667,1.6666666666666667
Elijah Hughes,36.0,12.1,3.5,1.6,0.6,0.4,0.2,0.326,0.263,0.778,0.5
Enes Freedom,53.5,18.1,7.449999999999999,7.8,0.7,0.3,0.55,0.565,0.325,0.8155,0.8500000000000001
Enrique Freeman,22.0,8.2,2.1,1.4,0.4,0.1,0.1,0.432,0.1,0.684,0.3
Eric Bledsoe,62.5,27.45,11.05,3.4,4.0,1.05,0.35,0.421,0.327,0.724,1.85
Eric Gordon,52.0,26.9,12.28,1.8,2.3400000000000003,0.6599999999999999,0.38,0.4446,0.3798,0.7942,1.42
Eric Paschall,49.0,15.049999999999999,7.65,2.5,0.95,0.25,0.15000000000000002,0.491,0.35150000000000003,0.74,0.8
Eugene Omoruyi,41.5,12.600000000000001,5.9,2.4,0.75,0.6499999999999999,0.1,0.46399999999999997,0.28200000000000003,0.6665000000000001,0.7
Evan Fournier,45.25,23.65,11.05,2.3,2.075,0.9,0.275,0.392,0.34075,0.78975,1.125
Evan Mobley,67.25,32.325,16.35,9.0,2.925,0.8500000000000001,1.55,0.54975,0.30225,0.69525,1.875
Facundo Campazzo,65.0,20.049999999999997,5.6,1.9500000000000002,3.5,1.1,0.30000000000000004,0.371,0.3265,0.8240000000000001,1.05
Frank Jackson,46.5,20.25,10.2,1.9000000000000001,0.95,0.45,0.1,0.4295,0.3575,0.82,0.8
Frank Kaminsky,41.5,10.85,4.55,2.7,1.3,0.25,0.25,0.4815,0.3795,0.746,0.4
Frank Ntilikina,46.0,11.5,3.233333333333333,1.2,1.0,0.43333333333333335,0.10000000000000002,0.37666666666666665,0.35833333333333334,0.6903333333333332,0.4666666666666666
Franz Wagner,72.75,32.375,19.425,4.9,3.7,1.075,0.35000000000000003,0.47450000000000003,0.32275,0.8565,1.95
Fred VanVleet,63.8,36.62,18.14,4.04,6.779999999999999,1.64,0.6,0.39580000000000004,0.3634,0.8654,1.92
Freddie Gillespie,20.0,19.6,5.6,4.9,0.5,0.7,1.0,0.524,0.0,0.697,0.6
Furkan Korkmaz,48.5,14.65,5.75,1.675,1.175,0.525,0.125,0.40375,0.35125,0.741,0.6
GG Jackson,38.5,20.75,10.9,3.65,1.1,0.5,0.35,0.4,0.347,0.7384999999999999,1.25
Gabe Vincent,64.5,20.9,7.325,1.6,2.075,0.725,0.125,0.39925,0.34099999999999997,0.81775,1.025
Garrett Temple,39.0,14.24,4.0,1.7399999999999998,1.2200000000000002,0.58,0.24,0.3726,0.3182,0.7936,0.5599999999999999
Garrison Mathews,59.2,17.56,6.540000000000001,1.8,0.76,0.54,0.2,0.4048,0.3848,0.843,0.44000000000000006
Gary Clark,38.5,13.4,2.9000000000000004,2.65,0.65,0.3,0.2,0.33899999999999997,0.3435,0.75,0.35
Gary Harris,50.0,23.919999999999998,7.840000000000001,1.8,1.44,0.8,0.25999999999999995,0.42160000000000003,0.3764,0.7868,0.7
Gary Payton II,49.75,16.2,5.925,3.05,1.175,1.025,0.3,0.58675,0.387,0.695,0.625
Gary Trent Jr.,67.8,30.380000000000003,15.16,2.56,1.58,1.28,0.18,0.4224,0.3892,0.8188000000000001,0.76
George Hill,43.333333333333336,21.233333333333334,6.633333333333333,2.2333333333333334,2.3333333333333335,0.7333333333333334,0.13333333333333333,0.4603333333333333,0.3506666666666667,0.8276666666666667,0.8333333333333334
Georges Niang,77.4,20.4,8.72,2.8600000000000003,1.1400000000000001,0.38,0.18,0.4452,0.4022,0.8695999999999999,0.82
Giannis Antetokounmpo,66.2,33.480000000000004,29.98,11.559999999999999,6.08,1.04,1.1400000000000001,0.5774,0.2734,0.6652,3.4200000000000004
Glenn Robinson III,23.0,16.1,5.3,2.0,0.9,0.2,0.1,0.424,0.364,0.913,0.5
Goga Bitadze,53.0,14.98,5.74,4.32,1.24,0.44000000000000006,1.08,0.5428,0.2044,0.6522,0.72
Goran Dragic,43.0,21.8,9.066666666666666,2.6333333333333333,3.6999999999999997,0.6,0.16666666666666666,0.41,0.32866666666666666,0.7783333333333333,1.7
Gordon Hayward,48.5,30.45,15.0,4.575,3.7249999999999996,0.95,0.3,0.46775,0.3855,0.8105,1.775
Gorgui Dieng,37.666666666666664,11.5,4.733333333333333,3.3333333333333335,1.2666666666666666,0.36666666666666664,0.39999999999999997,0.45966666666666667,0.37833333333333335,0.7886666666666667,0.7666666666666666
Gradey Dick,57.0,25.25,11.45,2.9000000000000004,1.4500000000000002,0.75,0.1,0.4175,0.3575,0.8605,1.15
Grant Williams,73.75,24.1,7.725,3.8,1.5,0.525,0.5,0.4555,0.38825,0.755,1.025
Grayson Allen,65.4,27.5,11.24,3.3600000000000003,2.2199999999999998,0.8400000000000001,0.32,0.4506,0.41719999999999996,0.8664,1.04
Greg Brown III,48.0,13.3,4.7,2.8,0.7,0.5,0.5,0.426,0.311,0.677,0.8
Guerschon Yabusele,70.0,27.1,11.0,5.6,2.1,0.8,0.3,0.501,0.38,0.725,1.2
Gui Santos,39.5,11.0,3.8499999999999996,2.6,1.0,0.30000000000000004,0.15000000000000002,0.48350000000000004,0.35,0.8154999999999999,0.55
Hamidou Diallo,55.333333333333336,21.099999999999998,10.633333333333333,4.5,1.4000000000000001,0.9666666666666667,0.3666666666666667,0.5153333333333333,0.2753333333333334,0.626,1.2666666666666666
Harrison Barnes,76.2,31.7,14.4,4.7,2.08,0.6599999999999999,0.16,0.48419999999999996,0.39580000000000004,0.8225999999999999,1.08
Harry Giles III,30.5,6.75,2.5999999999999996,2.4,0.55,0.15000000000000002,0.2,0.4465,0.28099999999999997,0.5655,0.4
Hassan Whiteside,50.5,16.549999999999997,8.149999999999999,6.8,0.5,0.3,1.4500000000000002,0.6074999999999999,0.0,0.571,0.9500000000000001
Haywood Highsmith,64.66666666666667,21.099999999999998,5.666666666666667,3.3666666666666667,1.1333333333333335,0.7999999999999999,0.43333333333333335,0.45133333333333336,0.37233333333333335,0.608,0.6666666666666666
Herbert Jones,60.0,30.6,10.15,3.8499999999999996,2.625,1.65,0.675,0.46975,0.349,0.824,1.4
Hunter Tyson,51.0,7.8,2.6,1.5,0.4,0.2,0.1,0.375,0.311,0.75,0.3
Ibou Badji,22.0,10.3,1.5,2.3,0.6,0.1,0.9,0.636,0.0,0.5,0.7
Ignas Brazdeikis,42.0,12.8,5.0,1.7,0.9,0.2,0.1,0.431,0.31,0.656,0.4
Immanuel Quickley,64.8,25.68,14.34,3.3600000000000003,3.9200000000000004,0.72,0.12000000000000002,0.4178,0.37560000000000004,0.8622,1.34
Isaac Bonga,40.0,10.8,2.0,1.7,0.6,0.3,0.2,0.37,0.277,0.625,0.6
Isaac Jones,40.0,7.6,3.4,1.4,0.3,0.1,0.3,0.651,0.375,0.639,0.4
Isaac Okoro,66.8,26.02,8.059999999999999,2.8,1.58,0.76,0.38,0.46959999999999996,0.353,0.7294,0.8
Isaiah Collier,71.0,25.9,8.7,3.3,6.3,0.9,0.2,0.422,0.249,0.682,2.9
Isaiah Hartenstein,65.6,20.619999999999997,7.4799999999999995,6.859999999999999,2.2199999999999998,0.74,0.9800000000000001,0.5871999999999999,0.26980000000000004,0.679,1.1800000000000002
Isaiah Jackson,53.0,14.766666666666666,7.300000000000001,4.2,0.6333333333333334,0.6,1.3,0.597,0.152,0.6829999999999999,0.8666666666666667
Isaiah Joe,64.2,15.940000000000001,7.040000000000001,1.8399999999999999,1.04,0.5,0.13999999999999999,0.41,0.3876,0.8382,0.44000000000000006
Isaiah Livers,37.5,21.75,5.85,2.45,0.9500000000000001,0.55,0.35,0.381,0.3255,0.744,0.6499999999999999
Isaiah Roby,49.333333333333336,18.599999999999998,7.633333333333333,4.333333333333333,1.4333333333333333,0.7000000000000001,0.5333333333333333,0.47633333333333333,0.34600000000000003,0.6346666666666666,1.2
Isaiah Stewart,61.4,25.22,8.88,7.119999999999999,1.3599999999999999,0.42000000000000004,1.06,0.5102,0.33799999999999997,0.7327999999999999,1.18
Isaiah Thomas,22.0,15.2,8.4,1.3,1.5,0.3,0.2,0.401,0.337,0.846,0.7
Isaiah Wong,20.0,13.3,6.0,1.6,1.4,0.6,0.0,0.39,0.394,0.735,0.9
Ish Smith,48.75,16.2,4.675,2.175,3.3499999999999996,0.5,0.25,0.41975,0.35175,0.61275,1.05
Ish Wainright,52.5,11.65,3.3,1.75,0.6,0.5,0.25,0.382,0.3255,0.711,0.35
Ivica Zubac,74.4,26.879999999999995,11.72,9.48,1.6,0.44000000000000006,1.1,0.6378,0.05,0.7194,1.3800000000000001
JJ Redick,44.0,16.4,7.4,1.5,1.2,0.3,0.1,0.397,0.371,0.942,0.8
JT Thor,46.25,11.7,3.15,2.05,0.475,0.275,0.375,0.424,0.302,0.6335,0.4
Ja Morant,57.75,32.0,23.975,4.925,7.375,1.1,0.275,0.4655,0.31575,0.76525,3.425
Ja'Kobe Walter,52.0,21.2,8.6,3.1,1.6,0.8,0.2,0.405,0.349,0.795,1.0
JaKarr Sampson,29.0,10.9,4.6,2.7,0.1,0.1,0.5,0.496,0.2,0.655,0.5
JaMychal Green,60.666666666666664,16.5,6.966666666666666,4.2,0.9,0.4666666666666666,0.4000000000000001,0.49633333333333335,0.34766666666666673,0.8180000000000001,0.9
JaVale McGee,52.0,11.575,6.225,4.275,0.525,0.275,0.825,0.5945,0.24325,0.62975,1.05
Jabari Smith Jr.,70.66666666666667,31.0,12.9,7.433333333333333,1.3333333333333333,0.5333333333333333,0.7999999999999999,0.43333333333333335,0.3413333333333333,0.8073333333333333,1.2
Jabari Walker,62.666666666666664,15.733333333333334,6.0,4.3,0.7333333333333334,0.4666666666666666,0.19999999999999998,0.46466666666666673,0.3233333333333333,0.7333333333333334,0.6666666666666666
Jacob Gilyard,41.0,17.0,4.2,1.1,3.3,0.8,0.1,0.4,0.405,1.0,0.7
Jaden Hardy,59.333333333333336,14.766666666666666,8.266666666666667,1.7666666666666666,1.4333333333333333,0.39999999999999997,0.10000000000000002,0.4266666666666667,0.38400000000000006,0.7656666666666666,1.0666666666666667
Jaden Ivey,60.333333333333336,29.933333333333334,16.433333333333334,3.7999999999999994,4.333333333333333,0.7999999999999999,0.3666666666666667,0.435,0.3626666666666667,0.743,2.9
Jaden McDaniels,73.2,28.3,10.16,4.12,1.5,0.8800000000000001,0.86,0.47800000000000004,0.3492,0.7348,1.1199999999999999
