PLAYER,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,TOV
Todd MacCulloch,55.666666666666664,17.666666666666668,6.966666666666666,4.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.5456666666666666,0.0,0.6593333333333334,0.7666666666666666
Tom Gugliotta,46.0,19.619999999999997,5.14,4.14,1.28,0.74,0.38,0.40499999999999997,0.22820000000000001,0.806,1.06
Tomas Satoransky,68.75,22.75,7.175000000000001,3.025,3.975,0.85,0.15000000000000002,0.46325,0.35625,0.79325,1.325
Toney Douglas,59.4,18.46,7.38,2.08,2.08,0.8200000000000001,0.04,0.397,0.33540000000000003,0.8178000000000001,1.08
Toni Kukoc,62.6,23.68,9.32,3.72,3.2,0.86,0.3,0.43019999999999997,0.35419999999999996,0.6998,1.64
Tony Allen,56.4,19.5,7.9,2.68,1.34,1.1,0.38,0.47519999999999996,0.2982,0.7508,1.56
Tony Battie,67.0,22.92,6.24,5.86,0.58,0.5599999999999999,1.1,0.504,0.0844,0.7051999999999999,0.8400000000000001
Tony Bradley,58.0,11.4,4.9,4.6,0.4,0.2,0.6,0.667,1.0,0.652,0.5
Tony Delk,60.2,23.72,9.9,2.8,1.8,0.8800000000000001,0.16,0.4022,0.3376,0.7942,0.9199999999999999
Tony Massenburg,60.6,14.2,4.4399999999999995,3.4,0.32,0.27999999999999997,0.36,0.44960000000000006,0.2,0.7274,0.8400000000000001
Tony Mitchell,21.0,3.8,1.0,1.2,0.1,0.3,0.1,0.417,1.0,0.579,0.2
Tony Parker,78.8,33.18,14.98,3.08,5.4,1.02,0.08,0.4720000000000001,0.3108,0.6978,2.52
Tony Snell,73.6,22.5,6.24,2.42,1.06,0.48,0.26,0.41500000000000004,0.3722,0.8134,0.6599999999999999
Tony Wroten,45.666666666666664,20.7,10.833333333333334,2.3000000000000003,3.1333333333333333,0.9666666666666668,0.19999999999999998,0.4046666666666667,0.24133333333333332,0.6773333333333333,2.4666666666666663
Tornike Shengelia,26.0,6.0,1.1,0.6,0.5,0.1,0.0,0.464,0.0,0.375,0.5
Torrey Craig,57.333333333333336,18.2,5.1000000000000005,3.3666666666666667,0.8000000000000002,0.4000000000000001,0.5333333333333333,0.452,0.31433333333333335,0.6466666666666666,0.5
Toure' Murry,51.0,7.3,2.7,0.9,1.0,0.4,0.0,0.434,0.417,0.59,0.7
Tracy McGrady,74.6,39.760000000000005,27.639999999999997,6.8,5.32,1.58,0.9199999999999999,0.4426,0.354,0.7688,2.6
Tracy Murray,41.0,9.733333333333334,4.2,1.2,0.4666666666666666,0.2333333333333333,0.13333333333333333,0.3713333333333333,0.3153333333333333,0.7913333333333333,0.5
Trae Young,70.5,33.099999999999994,24.35,4.0,8.7,1.0,0.15000000000000002,0.4275,0.3425,0.8445,4.3
Trajan Langdon,54.5,14.0,5.4,1.35,1.2999999999999998,0.44999999999999996,0.1,0.4145,0.388,0.904,0.8500000000000001
Travis Best,72.0,22.48,7.56,1.8800000000000001,3.54,0.9199999999999999,0.1,0.4136,0.30460000000000004,0.8666,1.16
Travis Diener,42.5,13.85,4.55,1.225,2.0,0.375,0.05,0.407,0.37675000000000003,0.8335,0.525
Travis Hansen,41.0,12.4,3.0,1.7,0.5,0.2,0.2,0.354,0.3,0.815,0.4
Travis Knight,42.0,7.833333333333333,1.5,1.7333333333333334,0.23333333333333336,0.19999999999999998,0.2333333333333333,0.31233333333333335,0.0,0.677,0.36666666666666664
Travis Outlaw,71.6,21.479999999999997,9.38,3.34,0.8400000000000001,0.62,0.8,0.4516,0.34140000000000004,0.7208,0.9400000000000001
Travis Wear,51.0,13.2,3.9,2.1,0.8,0.3,0.2,0.402,0.367,0.769,0.7
Tremaine Fowlkes,31.666666666666668,12.666666666666666,3.0,2.4,0.6,0.5,0.06666666666666667,0.38066666666666665,0.11566666666666665,0.781,0.4666666666666666
Trenton Hassell,80.0,27.8,6.74,3.02,1.9600000000000002,0.52,0.5599999999999999,0.43899999999999995,0.2784,0.7656000000000001,1.06
Treveon Graham,45.0,15.25,4.025,2.125,0.725,0.375,0.07500000000000001,0.401,0.396,0.70575,0.375
Trevor Ariza,62.2,19.439999999999998,6.76,3.72,1.28,1.1,0.26,0.472,0.2056,0.6567999999999999,1.06
Trevor Booker,62.8,20.3,6.6,5.14,0.82,0.64,0.58,0.5218,0.16899999999999998,0.6060000000000001,0.8600000000000001
Trey Burke,60.6,23.56,10.8,2.06,3.7600000000000002,0.58,0.12000000000000002,0.42379999999999995,0.3594,0.776,1.3599999999999999
Trey Lyles,70.2,18.080000000000002,7.42,4.26,1.08,0.4,0.36,0.43099999999999994,0.34500000000000003,0.7108,0.8400000000000001
Trey Thompkins,24.0,5.0,2.4,1.0,0.1,0.1,0.1,0.393,0.308,0.714,0.3
Tristan Thompson,77.6,28.22,9.58,8.42,0.8,0.52,0.72,0.5078,0.0,0.622,1.1800000000000002
Troy Brown Jr.,60.5,19.9,7.6,4.199999999999999,2.05,0.8,0.1,0.427,0.33,0.7325,0.8500000000000001
Troy Daniels,57.4,14.540000000000001,6.5200000000000005,1.3,0.5599999999999999,0.3,0.08,0.40679999999999994,0.40359999999999996,0.7712,0.58
Troy Hudson,68.6,21.74,9.379999999999999,1.6,3.4,0.5,0.06000000000000001,0.397,0.3336,0.8378,1.6199999999999999
Troy Murphy,66.6,27.880000000000003,11.4,8.22,1.14,0.6,0.44000000000000006,0.43179999999999996,0.312,0.7767999999999999,1.3199999999999998
Troy Williams,24.0,16.033333333333335,5.933333333333334,2.6999999999999997,0.7000000000000001,0.7999999999999999,0.3,0.45133333333333336,0.299,0.641,0.8000000000000002
Ty Jerome,31.0,10.6,3.3,1.5,1.4,0.5,0.1,0.336,0.28,0.75,0.6
Ty Lawson,68.2,30.32,14.14,2.88,6.0200000000000005,1.22,0.1,0.4796,0.3802,0.7798,2.2199999999999998
Tyler Cavanaugh,39.0,13.3,4.7,3.3,0.7,0.2,0.1,0.441,0.36,0.81,0.3
Tyler Dorsey,52.0,15.95,6.7,2.3499999999999996,1.2999999999999998,0.3,0.05,0.391,0.34750000000000003,0.6685,0.6499999999999999
Tyler Ennis,46.5,12.625,4.15,1.3250000000000002,1.9500000000000002,0.525,0.1,0.41575,0.312,0.762,0.95
Tyler Hansbrough,62.0,18.7,8.14,4.7,0.5599999999999999,0.54,0.22000000000000003,0.4272,0.0,0.7472,0.9
Tyler Herro,55.0,27.4,13.5,4.1,2.2,0.6,0.2,0.428,0.389,0.87,1.6
Tyler Johnson,54.0,25.580000000000002,10.18,3.18,2.38,0.9199999999999999,0.45999999999999996,0.4372,0.368,0.7632,1.1800000000000002
Tyler Lydon,25.0,3.7,0.9,0.7,0.2,0.1,0.0,0.5,0.4,0.333,0.2
Tyler Ulis,66.0,20.9,7.55,1.7000000000000002,4.050000000000001,0.9,0.1,0.40449999999999997,0.277,0.8035,1.55
Tyler Zeller,68.0,16.919999999999998,6.68,4.16,0.8800000000000001,0.26,0.5599999999999999,0.499,0.0,0.7369999999999999,0.8400000000000001
Tyreke Evans,65.8,33.54,16.82,4.76,4.88,1.3800000000000001,0.42000000000000004,0.4468,0.26139999999999997,0.7688,2.66
Tyrone Hill,52.666666666666664,28.8,7.733333333333333,8.833333333333334,0.7333333333333334,0.6666666666666666,0.4666666666666666,0.4286666666666667,0.0,0.6516666666666667,1.5666666666666667
Tyrone Nesby,66.0,23.25,7.300000000000001,3.65,1.25,0.8500000000000001,0.3,0.396,0.2745,0.745,0.85
Tyrone Wallace,46.0,19.25,6.6,2.55,1.5499999999999998,0.6,0.25,0.4345,0.23049999999999998,0.654,1.05
Tyronn Lue,66.0,23.759999999999998,8.3,1.8199999999999998,3.4,0.62,0.02,0.4342,0.37,0.8122,1.24
Tyrus Thomas,64.0,20.5,8.48,5.279999999999999,0.9,0.86,1.44,0.45640000000000003,0.1,0.7206,1.44
Tyshawn Taylor,30.5,8.75,3.05,0.6,1.1,0.4,0.0,0.35450000000000004,0.356,0.678,1.0
Tyson Chandler,68.0,24.1,6.9399999999999995,7.62,0.86,0.5599999999999999,1.4,0.5022,0.0,0.6113999999999999,1.48
Tyus Edney,24.0,10.9,4.4,1.0,2.3,0.7,0.0,0.385,0.167,0.897,1.0
Tyus Jones,62.4,17.639999999999997,5.42,1.52,3.5,0.9800000000000001,0.1,0.4208,0.34059999999999996,0.7888,0.74
Udonis Haslem,72.8,31.279999999999994,10.040000000000001,8.1,1.18,0.64,0.34,0.4932,0.0,0.767,1.2399999999999998
Uros Slokar,20.0,3.6,1.9,0.7,0.1,0.1,0.1,0.538,0.5,0.692,0.5
Vassilis Spanoulis,31.0,8.8,2.7,0.7,0.9,0.2,0.0,0.319,0.172,0.81,0.9
Vernon Macklin,23.0,5.9,2.0,1.5,0.2,0.2,0.2,0.543,0.0,0.571,0.1
Vernon Maxwell,43.0,15.4,4.7,1.5,1.1,0.5,0.1,0.327,0.306,0.656,0.8
Viacheslav Kravtsov,22.5,5.95,2.05,1.35,0.25,0.1,0.25,0.625,0.0,0.39849999999999997,0.44999999999999996
Victor Claver,35.0,12.65,3.0,2.15,0.75,0.3,0.15000000000000002,0.3985,0.22699999999999998,0.6880000000000001,0.7
Victor Oladipo,73.2,33.4,17.34,4.5200000000000005,3.8,1.7,0.54,0.44239999999999996,0.3492,0.7962,2.56
Viktor Khryapa,44.666666666666664,15.033333333333333,4.066666666666666,3.1666666666666665,0.9,0.5333333333333333,0.3333333333333333,0.42766666666666664,0.23233333333333336,0.6576666666666666,0.9
Vin Baker,52.8,21.86,8.52,4.5,0.9400000000000001,0.38,0.6,0.43520000000000003,0.1042,0.6567999999999999,1.52
Vince Carter,65.6,37.760000000000005,23.98,5.0200000000000005,4.04,1.3599999999999999,0.8800000000000001,0.44480000000000003,0.3856,0.7946000000000001,2.3600000000000003
Vincent Poirier,22.0,5.9,1.9,2.0,0.4,0.1,0.4,0.472,0.5,0.857,0.4
Vincent Yarbrough,59.0,23.4,6.9,2.7,2.2,1.0,0.6,0.393,0.269,0.79,1.4
Vinny Del Negro,65.0,14.1,3.9,1.3,1.9,0.4,0.0,0.453,0.077,0.932,0.5
Vitaly Potapenko,57.0,17.54,5.34,4.12,0.5,0.38,0.26,0.4756,0.0,0.7482,0.9400000000000001
Vitor Faverani,37.0,13.2,4.4,3.5,0.4,0.4,0.7,0.435,0.3,0.649,1.1
Vlade Divac,80.5,29.6,10.725,7.4,3.825,0.95,1.15,0.4725,0.22775,0.66825,2.1
Vladimir Radmanovic,70.0,26.4,10.08,4.56,1.52,0.9,0.42000000000000004,0.4128,0.385,0.7474000000000001,1.3
Vladimir Stepania,54.25,13.45,3.8249999999999997,4.45,0.4,0.4,0.5,0.4095,0.1875,0.58925,0.725
Von Wafer,45.75,12.1,5.1,1.175,0.7,0.32499999999999996,0.1,0.39975,0.29300000000000004,0.74125,0.675
Vonteego Cummings,62.0,15.6,5.3,1.5,2.2,0.65,0.15000000000000002,0.38049999999999995,0.2985,0.7155,1.0
Voshon Lenard,62.6,26.28,11.9,2.68,2.04,0.8200000000000001,0.26,0.4048,0.3618,0.7382000000000001,1.3599999999999999
Wade Baldwin IV,33.0,12.3,3.2,1.4,1.8,0.5,0.2,0.313,0.136,0.838,1.2
Walker Russell,28.0,12.8,3.0,0.9,2.1,0.6,0.0,0.347,0.308,0.636,1.2
Wally Szczerbiak,65.0,32.44,15.2,4.34,2.5,0.64,0.26,0.49079999999999996,0.40440000000000004,0.8501999999999998,1.6400000000000001
Walt Williams,62.0,20.96666666666667,7.733333333333334,3.3000000000000003,1.2,0.4666666666666666,0.3333333333333333,0.40199999999999997,0.3983333333333334,0.7246666666666667,0.8666666666666667
Walter Herrmann,50.666666666666664,12.833333333333334,5.466666666666666,2.1,0.43333333333333335,0.23333333333333336,0.06666666666666667,0.43733333333333335,0.37200000000000005,0.7913333333333333,0.4333333333333333
Walter McCarty,69.4,16.34,4.720000000000001,2.44,0.96,0.54,0.2,0.40140000000000003,0.3658,0.673,0.64
Wang Zhi-zhi,38.666666666666664,8.433333333333334,4.066666666666666,1.5999999999999999,0.3,0.20000000000000004,0.19999999999999998,0.43166666666666664,0.4736666666666667,0.6813333333333333,0.5333333333333333
Wayne Ellington,62.4,17.28,6.08,1.7600000000000002,0.9,0.45999999999999996,0.06000000000000001,0.41900000000000004,0.38639999999999997,0.8558,0.6599999999999999
Wayne Selden,55.0,19.5,8.100000000000001,2.0,1.7,0.45,0.15000000000000002,0.4185,0.359,0.737,1.3
Wayne Simien,43.0,9.6,3.4,2.0,0.2,0.3,0.0,0.483,0.0,0.882,0.6
Wendell Carter Jr.,43.5,27.2,10.8,8.2,1.5,0.7,1.05,0.5095000000000001,0.1975,0.766,1.6
Wenyen Gabriel,30.0,7.8,2.1,1.7,0.3,0.4,0.2,0.438,0.3,0.682,0.5
Wes Iwundu,60.666666666666664,17.633333333333336,4.833333333333333,2.466666666666667,1.0666666666666667,0.4666666666666666,0.26666666666666666,0.4183333333333333,0.30133333333333334,0.781,0.5333333333333333
Wesley Johnson,69.8,25.16,8.4,3.3600000000000003,1.34,0.7,0.6799999999999999,0.4082,0.3426,0.7538,1.06
Wesley Matthews,76.2,32.160000000000004,14.040000000000001,3.02,2.02,1.1400000000000001,0.2,0.44420000000000004,0.3926,0.8333999999999999,1.36
Wesley Person,57.4,24.24,9.08,2.7399999999999998,1.5,0.6,0.28,0.4526,0.4284,0.7798,0.74
Will Barton,62.8,19.14,8.58,3.34,1.78,0.64,0.32,0.41980000000000006,0.2854,0.7856,1.12
Will Bynum,56.4,18.419999999999998,8.120000000000001,1.5799999999999998,3.18,0.74,0.08,0.4396,0.25060000000000004,0.8013999999999999,1.58
Will Solomon,57.5,13.8,5.1,1.15,2.0,0.55,0.1,0.385,0.305,0.7030000000000001,1.0
William Avery,41.5,8.850000000000001,2.65,0.7,1.35,0.25,0.05,0.3355,0.22100000000000003,0.7310000000000001,0.75
Willie Cauley-Stein,69.8,23.18,9.4,6.2,1.56,0.9199999999999999,0.8400000000000001,0.546,0.15,0.6186,0.96
Willie Green,67.8,21.46,9.360000000000001,1.94,1.6600000000000001,0.6599999999999999,0.16,0.4098,0.3048,0.7314,1.22
Willie Reed,50.666666666666664,11.866666666666667,4.866666666666666,3.5666666666666664,0.3,0.2333333333333333,0.6666666666666666,0.6026666666666666,0.25,0.5613333333333334,0.43333333333333335
Willy Hernangomez,52.25,13.7,6.675,5.125,0.975,0.4,0.325,0.5337500000000001,0.324,0.67625,1.025
Wilson Chandler,59.4,29.419999999999998,13.059999999999999,5.04,1.6199999999999999,0.74,0.76,0.45220000000000005,0.3316,0.7662000000000001,1.4
Xavier Henry,44.0,16.1,5.875,1.975,0.7,0.55,0.15000000000000002,0.40700000000000003,0.31,0.633,0.75
Yakhouba Diawara,60.333333333333336,13.966666666666667,3.533333333333333,1.3666666666666665,0.6666666666666666,0.26666666666666666,0.10000000000000002,0.3673333333333333,0.30633333333333335,0.632,0.39999999999999997
Yao Ming,69.8,32.12,19.32,9.040000000000001,1.5,0.4,1.86,0.5214000000000001,0.1,0.8236000000000001,2.6399999999999997
Yaroslav Korolev,24.0,5.3,1.1,0.5,0.4,0.1,0.0,0.3,0.286,0.7,0.3
Yi Jianlian,54.4,20.880000000000003,7.4799999999999995,4.64,0.66,0.45999999999999996,0.6399999999999999,0.4004,0.3052,0.7518,1.06
Yogi Ferrell,62.25,19.85,7.625,1.975,2.375,0.65,0.125,0.42175,0.35625,0.845,0.925
Zabian Dowdell,24.0,12.2,5.0,0.8,2.1,0.8,0.1,0.408,0.3,0.941,1.2
Zach Collins,71.5,16.700000000000003,5.5,3.75,0.8500000000000001,0.3,0.7,0.4355,0.3205,0.6945,0.95
Zach LaVine,58.6,30.339999999999996,16.68,3.5200000000000005,3.44,0.8800000000000001,0.22000000000000003,0.4366,0.3664,0.8231999999999999,2.2800000000000002
Zach Randolph,63.8,25.98,13.64,6.859999999999999,1.3199999999999998,0.6,0.28,0.4662,0.0982,0.743,1.7600000000000002
Zan Tabak,55.0,14.1,3.9,3.9,0.6,0.2,0.5,0.527,0.0,0.426,1.0
Zarko Cabarkapa,50.0,10.633333333333333,4.466666666666666,2.1333333333333333,0.5666666666666667,0.2333333333333333,0.16666666666666666,0.42733333333333334,0.2663333333333333,0.7296666666666667,0.8333333333333334
Zaza Pachulia,69.0,20.96,7.720000000000001,5.36,0.96,0.72,0.38,0.4406,0.0,0.7234,1.44
Zeljko Rebraca,43.0,14.719999999999999,5.5600000000000005,2.96,0.36,0.24000000000000005,0.7,0.5218,0.0,0.789,0.8800000000000001
Zendon Hamilton,50.0,12.95,4.85,3.95,0.3,0.30000000000000004,0.25,0.47850000000000004,0.0,0.675,0.8500000000000001
Zion Williamson,24.0,27.8,22.5,6.3,2.1,0.7,0.4,0.583,0.429,0.64,2.5
Zoran Planinic,49.333333333333336,10.666666666666666,3.8333333333333335,1.3333333333333333,1.0999999999999999,0.43333333333333335,0.06666666666666667,0.4066666666666667,0.296,0.6756666666666667,0.8333333333333334
Zydrunas Ilgauskas,65.2,28.4,14.440000000000001,7.26,1.2200000000000002,0.5599999999999999,1.8800000000000001,0.4608,0.11439999999999999,0.7518,2.2
